Tournament,Stage,Match Type,Map,Total Maps Played,Attacker Side Win Percentage,Defender Side Win Percentage
Champions Tour 2023: Pacific League,Playoffs,Grand Final,Fracture,1,63%,37%
Champions Tour 2023: Pacific League,Playoffs,Grand Final,Lotus,1,44%,56%
Champions Tour 2023: Pacific League,Playoffs,Grand Final,Pearl,1,57%,43%
Champions Tour 2023: Pacific League,League Play,Week 1,All Maps,12,53%,47%
Champions Tour 2023: Pacific League,League Play,Week 1,Lotus,3,51%,49%
Champions Tour 2023: Pacific League,League Play,Week 1,Pearl,3,51%,49%
Champions Tour 2023: Pacific League,League Play,Week 1,Ascent,2,50%,50%
Champions Tour 2023: Pacific League,League Play,Week 1,Fracture,2,63%,37%
Champions Tour 2023: Pacific League,League Play,Week 1,Haven,1,71%,29%
Champions Tour 2023: Pacific League,League Play,Week 1,Icebox,1,33%,67%
Champions Tour 2023: Pacific League,League Play,Week 2,All Maps,13,48%,52%
Champions Tour 2023: Pacific League,League Play,Week 2,Haven,4,46%,54%
Champions Tour 2023: Pacific League,League Play,Week 2,Ascent,2,50%,50%
Champions Tour 2023: Pacific League,League Play,Week 2,Fracture,2,41%,59%
Champions Tour 2023: Pacific League,League Play,Week 2,Lotus,2,33%,67%
Champions Tour 2023: Pacific League,League Play,Week 2,Split,2,57%,43%
Champions Tour 2023: Pacific League,League Play,Week 2,Pearl,1,71%,29%
Champions Tour 2023: Pacific League,League Play,Week 3,All Maps,11,42%,58%
Champions Tour 2023: Pacific League,League Play,Week 3,Pearl,4,47%,53%
Champions Tour 2023: Pacific League,League Play,Week 3,Haven,3,41%,59%
Champions Tour 2023: Pacific League,League Play,Week 3,Fracture,2,44%,56%
Champions Tour 2023: Pacific League,League Play,Week 3,Ascent,1,42%,58%
Champions Tour 2023: Pacific League,League Play,Week 3,Split,1,19%,81%
Champions Tour 2023: Pacific League,League Play,Week 4,All Maps,10,54%,46%
Champions Tour 2023: Pacific League,League Play,Week 4,Split,3,53%,47%
Champions Tour 2023: Pacific League,League Play,Week 4,Ascent,3,60%,40%
Champions Tour 2023: Pacific League,League Play,Week 4,Haven,2,50%,50%
Champions Tour 2023: Pacific League,League Play,Week 4,Icebox,2,51%,49%
Champions Tour 2023: Pacific League,League Play,Week 5,All Maps,12,52%,48%
Champions Tour 2023: Pacific League,League Play,Week 5,Haven,4,52%,48%
Champions Tour 2023: Pacific League,League Play,Week 5,Ascent,2,48%,52%
Champions Tour 2023: Pacific League,League Play,Week 5,Fracture,2,50%,50%
Champions Tour 2023: Pacific League,League Play,Week 5,Pearl,2,49%,51%
Champions Tour 2023: Pacific League,League Play,Week 5,Icebox,1,65%,35%
Champions Tour 2023: Pacific League,League Play,Week 5,Split,1,63%,37%
Champions Tour 2023: Pacific League,League Play,Week 6,All Maps,14,54%,46%
Champions Tour 2023: Pacific League,League Play,Week 6,Split,4,52%,48%
Champions Tour 2023: Pacific League,League Play,Week 6,Lotus,3,52%,48%
Champions Tour 2023: Pacific League,League Play,Week 6,Fracture,3,50%,50%
Champions Tour 2023: Pacific League,League Play,Week 6,Pearl,3,70%,30%
Champions Tour 2023: Pacific League,League Play,Week 6,Haven,1,38%,62%
Champions Tour 2023: Pacific League,League Play,Week 7,All Maps,10,50%,50%
Champions Tour 2023: Pacific League,League Play,Week 7,Fracture,3,45%,55%
Champions Tour 2023: Pacific League,League Play,Week 7,Ascent,2,60%,40%
Champions Tour 2023: Pacific League,League Play,Week 7,Lotus,2,43%,57%
Champions Tour 2023: Pacific League,League Play,Week 7,Bind,1,48%,52%
Champions Tour 2023: Pacific League,League Play,Week 7,Pearl,1,63%,38%
Champions Tour 2023: Pacific League,League Play,Week 7,Split,1,42%,58%
Champions Tour 2023: Pacific League,League Play,Week 8,All Maps,23,54%,46%
Champions Tour 2023: Pacific League,League Play,Week 8,Ascent,4,67%,33%
Champions Tour 2023: Pacific League,League Play,Week 8,Bind,4,59%,41%
Champions Tour 2023: Pacific League,League Play,Week 8,Haven,4,51%,49%
Champions Tour 2023: Pacific League,League Play,Week 8,Lotus,4,44%,56%
Champions Tour 2023: Pacific League,League Play,Week 8,Pearl,3,49%,51%
Champions Tour 2023: Pacific League,League Play,Week 8,Fracture,2,54%,46%
Champions Tour 2023: Pacific League,League Play,Week 8,Split,2,61%,39%
Champions Tour 2023: Pacific League,All Stages,All Match Types,All Maps,133,52%,48%
Champions Tour 2023: Pacific League,All Stages,All Match Types,Fracture,23,50%,50%
Champions Tour 2023: Pacific League,All Stages,All Match Types,Haven,23,51%,49%
Champions Tour 2023: Pacific League,All Stages,All Match Types,Ascent,21,55%,45%
Champions Tour 2023: Pacific League,All Stages,All Match Types,Pearl,19,55%,45%
Champions Tour 2023: Pacific League,All Stages,All Match Types,Lotus,17,47%,53%
Champions Tour 2023: Pacific League,All Stages,All Match Types,Split,16,53%,47%
Champions Tour 2023: Pacific League,All Stages,All Match Types,Bind,10,51%,49%
Champions Tour 2023: Pacific League,All Stages,All Match Types,Icebox,4,50%,50%
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,All Maps,5,37%,63%
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Ascent,2,35%,65%
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Bind,1,38%,63%
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Haven,1,39%,61%
Champions Tour 2023: EMEA League,Playoffs,Upper Round 1,Lotus,1,37%,63%
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,All Maps,5,58%,42%
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Split,2,58%,42%
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Bind,2,52%,48%
Champions Tour 2023: EMEA League,Playoffs,Upper Semifinals,Lotus,1,79%,21%
Champions Tour 2023: EMEA League,Playoffs,Upper Final,All Maps,2,63%,37%
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Lotus,1,58%,42%
Champions Tour 2023: EMEA League,Playoffs,Upper Final,Bind,1,68%,32%
Champions Tour 2023: EMEA League,Playoffs,Grand Final,All Maps,4,45%,55%
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Ascent,1,33%,67%
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Fracture,1,38%,63%
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Haven,1,47%,53%
Champions Tour 2023: EMEA League,Playoffs,Grand Final,Lotus,1,63%,38%
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,All Maps,5,51%,49%
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Ascent,1,41%,59%
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Haven,1,59%,41%
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Lotus,1,37%,63%
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Pearl,1,41%,59%
Champions Tour 2023: EMEA League,Playoffs,Lower Round 1,Split,1,77%,23%
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,All Maps,2,66%,34%
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Lotus,1,76%,24%
Champions Tour 2023: EMEA League,Playoffs,Lower Round 2,Fracture,1,55%,45%
Champions Tour 2023: EMEA League,Playoffs,Lower Final,All Maps,3,63%,37%
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Lotus,1,83%,17%
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Ascent,1,61%,39%
Champions Tour 2023: EMEA League,Playoffs,Lower Final,Split,1,39%,61%
Champions Tour 2023: EMEA League,Regular Season,Week 1,All Maps,24,48%,52%
Champions Tour 2023: EMEA League,Regular Season,Week 1,Split,7,52%,48%
Champions Tour 2023: EMEA League,Regular Season,Week 1,Lotus,4,47%,53%
Champions Tour 2023: EMEA League,Regular Season,Week 1,Icebox,4,49%,51%
Champions Tour 2023: EMEA League,Regular Season,Week 1,Ascent,3,47%,53%
Champions Tour 2023: EMEA League,Regular Season,Week 1,Fracture,2,33%,67%
Champions Tour 2023: EMEA League,Regular Season,Week 1,Haven,2,51%,49%
Champions Tour 2023: EMEA League,Regular Season,Week 1,Pearl,2,43%,57%
Champions Tour 2023: EMEA League,Regular Season,Week 2,All Maps,10,42%,58%
Champions Tour 2023: EMEA League,Regular Season,Week 2,Ascent,4,46%,54%
Champions Tour 2023: EMEA League,Regular Season,Week 2,Lotus,2,42%,58%
Champions Tour 2023: EMEA League,Regular Season,Week 2,Fracture,1,38%,62%
Champions Tour 2023: EMEA League,Regular Season,Week 2,Haven,1,48%,52%
Champions Tour 2023: EMEA League,Regular Season,Week 2,Icebox,1,44%,56%
Champions Tour 2023: EMEA League,Regular Season,Week 2,Split,1,7%,93%
Champions Tour 2023: EMEA League,Regular Season,Week 3,All Maps,10,56%,44%
Champions Tour 2023: EMEA League,Regular Season,Week 3,Ascent,3,40%,60%
Champions Tour 2023: EMEA League,Regular Season,Week 3,Lotus,2,80%,20%
Champions Tour 2023: EMEA League,Regular Season,Week 3,Split,2,71%,29%
Champions Tour 2023: EMEA League,Regular Season,Week 3,Haven,1,32%,68%
Champions Tour 2023: EMEA League,Regular Season,Week 3,Icebox,1,48%,52%
Champions Tour 2023: EMEA League,Regular Season,Week 3,Pearl,1,56%,44%
Champions Tour 2023: EMEA League,Regular Season,Week 4,All Maps,10,48%,52%
Champions Tour 2023: EMEA League,Regular Season,Week 4,Ascent,3,33%,67%
Champions Tour 2023: EMEA League,Regular Season,Week 4,Lotus,2,73%,27%
Champions Tour 2023: EMEA League,Regular Season,Week 4,Split,2,69%,31%
Champions Tour 2023: EMEA League,Regular Season,Week 4,Fracture,1,42%,58%
Champions Tour 2023: EMEA League,Regular Season,Week 4,Haven,1,32%,68%
Champions Tour 2023: EMEA League,Regular Season,Week 4,Icebox,1,28%,72%
Champions Tour 2023: EMEA League,Regular Season,Week 5,All Maps,13,45%,55%
Champions Tour 2023: EMEA League,Regular Season,Week 5,Lotus,4,45%,55%
Champions Tour 2023: EMEA League,Regular Season,Week 5,Icebox,3,47%,53%
Champions Tour 2023: EMEA League,Regular Season,Week 5,Ascent,2,42%,58%
Champions Tour 2023: EMEA League,Regular Season,Week 5,Haven,2,48%,52%
Champions Tour 2023: EMEA League,Regular Season,Week 5,Fracture,1,52%,48%
Champions Tour 2023: EMEA League,Regular Season,Week 5,Split,1,30%,70%
Champions Tour 2023: EMEA League,Regular Season,Week 6,All Maps,11,48%,52%
Champions Tour 2023: EMEA League,Regular Season,Week 6,Bind,3,38%,62%
Champions Tour 2023: EMEA League,Regular Season,Week 6,Ascent,2,54%,46%
Champions Tour 2023: EMEA League,Regular Season,Week 6,Haven,2,47%,53%
Champions Tour 2023: EMEA League,Regular Season,Week 6,Pearl,2,58%,42%
Champions Tour 2023: EMEA League,Regular Season,Week 6,Fracture,1,54%,46%
Champions Tour 2023: EMEA League,Regular Season,Week 6,Lotus,1,42%,58%
Champions Tour 2023: EMEA League,Regular Season,Week 7,All Maps,11,51%,49%
Champions Tour 2023: EMEA League,Regular Season,Week 7,Lotus,4,48%,52%
Champions Tour 2023: EMEA League,Regular Season,Week 7,Ascent,3,55%,45%
Champions Tour 2023: EMEA League,Regular Season,Week 7,Bind,1,45%,55%
Champions Tour 2023: EMEA League,Regular Season,Week 7,Fracture,1,65%,35%
Champions Tour 2023: EMEA League,Regular Season,Week 7,Haven,1,33%,67%
Champions Tour 2023: EMEA League,Regular Season,Week 7,Split,1,52%,48%
Champions Tour 2023: EMEA League,Regular Season,Week 8,All Maps,11,55%,45%
Champions Tour 2023: EMEA League,Regular Season,Week 8,Lotus,4,64%,36%
Champions Tour 2023: EMEA League,Regular Season,Week 8,Haven,2,49%,51%
Champions Tour 2023: EMEA League,Regular Season,Week 8,Split,2,53%,47%
Champions Tour 2023: EMEA League,Regular Season,Week 8,Ascent,1,50%,50%
Champions Tour 2023: EMEA League,Regular Season,Week 8,Fracture,1,55%,45%
Champions Tour 2023: EMEA League,Regular Season,Week 8,Pearl,1,39%,61%
Champions Tour 2023: EMEA League,All Stages,All Match Types,All Maps,126,49%,51%
Champions Tour 2023: EMEA League,All Stages,All Match Types,Lotus,30,56%,44%
Champions Tour 2023: EMEA League,All Stages,All Match Types,Ascent,26,44%,56%
Champions Tour 2023: EMEA League,All Stages,All Match Types,Split,20,54%,46%
Champions Tour 2023: EMEA League,All Stages,All Match Types,Haven,15,46%,54%
Champions Tour 2023: EMEA League,All Stages,All Match Types,Fracture,10,47%,53%
Champions Tour 2023: EMEA League,All Stages,All Match Types,Icebox,10,46%,54%
Champions Tour 2023: EMEA League,All Stages,All Match Types,Bind,8,46%,54%
Champions Tour 2023: EMEA League,All Stages,All Match Types,Pearl,7,48%,52%
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,All Maps,6,47%,53%
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,Ascent,2,47%,53%
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,Bind,1,42%,58%
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,Haven,1,46%,54%
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,Pearl,1,67%,33%
Champions Tour 2023: Americas League,Playoffs,Upper Round 1,Split,1,33%,67%
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,All Maps,4,51%,49%
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Ascent,1,61%,39%
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Bind,1,33%,67%
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Fracture,1,50%,50%
Champions Tour 2023: Americas League,Playoffs,Upper Semifinals,Haven,1,59%,41%
Champions Tour 2023: Americas League,Playoffs,Upper Final,All Maps,3,60%,40%
Champions Tour 2023: Americas League,Playoffs,Upper Final,Ascent,1,63%,38%
Champions Tour 2023: Americas League,Playoffs,Upper Final,Bind,1,69%,31%
Champions Tour 2023: Americas League,Playoffs,Upper Final,Fracture,1,50%,50%
Champions Tour 2023: Americas League,Playoffs,Grand Final,All Maps,3,50%,50%
Champions Tour 2023: Americas League,Playoffs,Grand Final,Ascent,1,32%,68%
Champions Tour 2023: Americas League,Playoffs,Grand Final,Bind,1,54%,46%
Champions Tour 2023: Americas League,Playoffs,Grand Final,Fracture,1,63%,38%
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,All Maps,5,45%,55%
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Haven,2,50%,50%
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Ascent,1,47%,53%
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Bind,1,23%,77%
Champions Tour 2023: Americas League,Playoffs,Lower Round 1,Lotus,1,57%,43%
Champions Tour 2023: Americas League,Playoffs,Lower Round 2,All Maps,3,45%,55%
Champions Tour 2023: Americas League,Playoffs,Lower Round 2,Lotus,1,50%,50%
Champions Tour 2023: Americas League,Playoffs,Lower Round 2,Haven,1,50%,50%
Champions Tour 2023: Americas League,Playoffs,Lower Round 2,Pearl,1,35%,65%
Champions Tour 2023: Americas League,Playoffs,Lower Final,All Maps,4,47%,53%
Champions Tour 2023: Americas League,Playoffs,Lower Final,Ascent,1,33%,67%
Champions Tour 2023: Americas League,Playoffs,Lower Final,Haven,1,46%,54%
Champions Tour 2023: Americas League,Playoffs,Lower Final,Lotus,1,35%,65%
Champions Tour 2023: Americas League,Playoffs,Lower Final,Split,1,82%,18%
Champions Tour 2023: Americas League,Regular Season,Week 1,All Maps,12,49%,51%
Champions Tour 2023: Americas League,Regular Season,Week 1,Split,3,48%,52%
Champions Tour 2023: Americas League,Regular Season,Week 1,Ascent,2,55%,45%
Champions Tour 2023: Americas League,Regular Season,Week 1,Fracture,2,52%,48%
Champions Tour 2023: Americas League,Regular Season,Week 1,Lotus,2,49%,51%
Champions Tour 2023: Americas League,Regular Season,Week 1,Pearl,2,38%,63%
Champions Tour 2023: Americas League,Regular Season,Week 1,Haven,1,63%,38%
Champions Tour 2023: Americas League,Regular Season,Week 2,All Maps,13,54%,46%
Champions Tour 2023: Americas League,Regular Season,Week 2,Ascent,3,38%,62%
Champions Tour 2023: Americas League,Regular Season,Week 2,Icebox,3,57%,43%
Champions Tour 2023: Americas League,Regular Season,Week 2,Pearl,3,62%,38%
Champions Tour 2023: Americas League,Regular Season,Week 2,Lotus,2,70%,30%
Champions Tour 2023: Americas League,Regular Season,Week 2,Haven,1,41%,59%
Champions Tour 2023: Americas League,Regular Season,Week 2,Split,1,55%,45%
Champions Tour 2023: Americas League,Regular Season,Week 3,All Maps,13,48%,52%
Champions Tour 2023: Americas League,Regular Season,Week 3,Ascent,3,36%,64%
Champions Tour 2023: Americas League,Regular Season,Week 3,Pearl,3,62%,38%
Champions Tour 2023: Americas League,Regular Season,Week 3,Split,3,44%,56%
Champions Tour 2023: Americas League,Regular Season,Week 3,Icebox,2,53%,48%
Champions Tour 2023: Americas League,Regular Season,Week 3,Fracture,1,55%,45%
Champions Tour 2023: Americas League,Regular Season,Week 3,Lotus,1,45%,55%
Champions Tour 2023: Americas League,Regular Season,Week 4,All Maps,25,49%,51%
Champions Tour 2023: Americas League,Regular Season,Week 4,Ascent,6,41%,59%
Champions Tour 2023: Americas League,Regular Season,Week 4,Haven,5,57%,43%
Champions Tour 2023: Americas League,Regular Season,Week 4,Pearl,5,48%,52%
Champions Tour 2023: Americas League,Regular Season,Week 4,Fracture,4,57%,43%
Champions Tour 2023: Americas League,Regular Season,Week 4,Icebox,2,38%,63%
Champions Tour 2023: Americas League,Regular Season,Week 4,Split,2,40%,60%
Champions Tour 2023: Americas League,Regular Season,Week 4,Lotus,1,63%,38%
Champions Tour 2023: Americas League,Regular Season,Week 5,All Maps,12,47%,53%
Champions Tour 2023: Americas League,Regular Season,Week 5,Split,3,38%,62%
Champions Tour 2023: Americas League,Regular Season,Week 5,Pearl,3,67%,33%
Champions Tour 2023: Americas League,Regular Season,Week 5,Ascent,2,30%,70%
Champions Tour 2023: Americas League,Regular Season,Week 5,Fracture,2,46%,54%
Champions Tour 2023: Americas League,Regular Season,Week 5,Bind,1,55%,45%
Champions Tour 2023: Americas League,Regular Season,Week 5,Lotus,1,41%,59%
Champions Tour 2023: Americas League,Regular Season,Week 6,All Maps,11,56%,44%
Champions Tour 2023: Americas League,Regular Season,Week 6,Split,3,44%,56%
Champions Tour 2023: Americas League,Regular Season,Week 6,Haven,2,66%,34%
Champions Tour 2023: Americas League,Regular Season,Week 6,Pearl,2,62%,38%
Champions Tour 2023: Americas League,Regular Season,Week 6,Ascent,1,50%,50%
Champions Tour 2023: Americas League,Regular Season,Week 6,Bind,1,79%,21%
Champions Tour 2023: Americas League,Regular Season,Week 6,Fracture,1,37%,63%
Champions Tour 2023: Americas League,Regular Season,Week 6,Lotus,1,53%,47%
Champions Tour 2023: Americas League,Regular Season,Week 7,All Maps,11,54%,46%
Champions Tour 2023: Americas League,Regular Season,Week 7,Lotus,3,51%,49%
Champions Tour 2023: Americas League,Regular Season,Week 7,Fracture,2,63%,37%
Champions Tour 2023: Americas League,Regular Season,Week 7,Haven,2,56%,44%
Champions Tour 2023: Americas League,Regular Season,Week 7,Pearl,2,53%,47%
Champions Tour 2023: Americas League,Regular Season,Week 7,Bind,1,39%,61%
Champions Tour 2023: Americas League,Regular Season,Week 7,Split,1,61%,39%
Champions Tour 2023: Americas League,Regular Season,Week 8,All Maps,13,50%,50%
Champions Tour 2023: Americas League,Regular Season,Week 8,Split,3,56%,44%
Champions Tour 2023: Americas League,Regular Season,Week 8,Ascent,2,46%,54%
Champions Tour 2023: Americas League,Regular Season,Week 8,Bind,2,37%,63%
Champions Tour 2023: Americas League,Regular Season,Week 8,Haven,2,53%,47%
Champions Tour 2023: Americas League,Regular Season,Week 8,Lotus,2,66%,34%
Champions Tour 2023: Americas League,Regular Season,Week 8,Fracture,1,53%,47%
Champions Tour 2023: Americas League,Regular Season,Week 8,Pearl,1,33%,67%
Champions Tour 2023: Americas League,All Stages,All Match Types,All Maps,138,50%,50%
Champions Tour 2023: Americas League,All Stages,All Match Types,Ascent,26,42%,58%
Champions Tour 2023: Americas League,All Stages,All Match Types,Pearl,23,55%,45%
Champions Tour 2023: Americas League,All Stages,All Match Types,Split,21,47%,53%
Champions Tour 2023: Americas League,All Stages,All Match Types,Haven,19,55%,45%
Champions Tour 2023: Americas League,All Stages,All Match Types,Fracture,16,54%,46%
Champions Tour 2023: Americas League,All Stages,All Match Types,Lotus,16,55%,45%
Champions Tour 2023: Americas League,All Stages,All Match Types,Bind,10,47%,53%
Champions Tour 2023: Americas League,All Stages,All Match Types,Icebox,7,50%,50%
